code,SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,ZGFW,SHFW,GGSS,SHZA,risk
1705,0.012715599,0.073146166,0.000251794,0.222963616,0.000251794,0.000125897,0.0645000000,0,0.00012590,6,10,248,2,8,31,2938,0,280,27,172,1
1706,0,0.000496401,0.000248201,0.000992802,0.001985604,0.000248201,0.0044700000,0,0.00000000,0,0,0,0,0,2,155,0,48,0,28,1
1707,0.003731343,0.001066098,0.049040512,0.255063966,0.029584222,0.00533049,0.4630000000,0.015724947,0.00026653,2,0,441,4,2,0,5019,126,284,24,6,3
1708,0.000693241,0.000519931,0.006759099,0.269670711,0.010225303,0.002079723,0.1440000000,0.002599653,0.00000000,6,2,0,12,2,6,4346,0,2894,30,258,2
1709,0.007434356,0.007592534,0.004428978,0.30370136,0.014236001,0.003954445,0.0557000000,0.0028472,0.00015818,4,0,56,11,2,24,1446,0,2182,32,87,1
1710,0.001148106,0.00065606,0.007380679,0.2565196,0.007708709,0.001804166,0.1230000000,0.000820075,0.00032803,0,0,0,16,2,0,0,0,6769,161,6,1
1711,0.000541419,0.002436383,0.007579859,0.147265836,0.031131565,0.009474824,0.1860000000,0.01082837,0.00703844,0,6,2,0,132,4,1633,0,776,4,272,2
1712,0.009116658,0.470968313,0.000442556,0.070986015,0.00212427,0.000177022,0.0458000000,0.001504691,0.00008850,0,0,6,2,0,0,4672,0,8,4,44,1
1713,0.017854464,0.057314329,0.002700675,0.042460615,0.0036009,0.000150038,0.3940000000,0.000750188,0.00030008,4,5,2,0,0,2,314,0,32,198,34,1
1714,0.013827434,0.488938053,0.04369469,0.253871681,0.052544248,0.008849558,0.0000000000,0,0.00000000,0,2,0,4,470,0,2,0,1342,8,4,1
1715,0.001978892,0.605540897,0,0.199868074,0.013852243,0.001978892,0.0046200000,0,0.00000000,0,0,0,0,2,0,0,0,48,0,0,1
1716,0.001379945,0.001839926,0.002529899,0.362465501,0.00574977,0.002069917,0.0757000000,0.000459982,0.00000000,0,0,28,4,0,0,720,0,831,2,36,1
1717,0.024608124,0.069442103,0.003033878,0.163997977,0.017191977,0.002696781,0.0010100000,0.002359683,0.00050565,4,10,2,2,0,24,695,2,636,26,10,1
1718,0.004061738,0.528838343,0.02112104,0.173842405,0.019496344,0.006498781,0.0650000000,0,0.00000000,0,0,2,0,0,0,0,0,863,0,0,1
1719,0.003275109,0.123362445,0.015283843,0.213973799,0.021834061,0.008733624,0.0010900000,0.002183406,0.00000000,104,18,22,2,0,16,0,0,986,10,108,1
1720,0.007237636,0.412545235,0.018094089,0.17973462,0.018094089,0.002412545,0.0012100000,0,0.00120627,0,0,2,8,0,4,24,0,618,2,58,1
1721,0.008824409,0.024977565,0.000448699,0.039934191,0.000598265,0,0.2180000000,0,0.00029913,25,108,22,96,91,27,6996,62,4387,154,271,2
1722,0.0245142,0.376382661,0,0.23916293,0.000896861,0.001494768,0.1340000000,0.003587444,0.00089686,0,107,0,54,8,10,217,12,264,24,30,1
1723,0.00020724,0.000690799,0.000276319,0.128695772,0.001519757,6.91E-05,0.0880000000,0,0.00000000,4,0,14,76,12,0,2021,0,7478,18,388,1
1724,0.002216558,0.023606339,0.014629281,0.214895268,0.013853486,0.002549041,0.0072000000,0.002327386,0.00066497,0,0,28,4,2,2,162,0,1042,76,20,1
1725,0.00525394,0.495621716,0,0.147110333,0.00525394,0.00525394,0.0000000000,0,0.00000000,0,4,28,12,34,10,28,0,436,86,20,1
1726,0.005287508,0.003304693,0.005287508,0.428288169,0.012557832,0.002643754,0.1090000000,0.000660939,0.00132188,4,0,0,2,2,2,696,0,1949,10,986,1
1727,0.004602992,0.240506329,0.001150748,0.247410817,0.025316456,0.00575374,0.0000000000,0.002301496,0.00805524,0,0,0,30,0,104,0,0,2076,12,26,2
1728,0.005843072,0.41736227,0.005843072,0.225375626,0.030050083,0.008347245,0.0091800000,0.003338898,0.00000000,10,140,14,4,0,2,516,0,926,16,446,1
1729,0.008454106,0.291062802,0.048309179,0.218599034,0.018115942,0.013285024,0.0024200000,0,0.00000000,0,0,16,8,0,0,564,0,3130,4,12,1
1730,0.020094563,0.417257683,0.030732861,0.277777778,0.03427896,0.010638298,0.0094600000,0,0.00236407,0,6,0,0,0,0,653,0,116,0,0,1
1731,0.000923361,0.483841182,0.01754386,0.251154201,0.021237304,0.000923361,0.0102000000,0,0.00000000,0,2,0,2,0,0,6,0,99,4,4,1
1732,0.000794421,0.005031336,0.000176538,0.17547886,0.00273634,0.000353076,0.0366000000,0.001412305,0.00167711,0,2,4,0,0,0,8433,0,8173,42,456,2
1733,0.003913894,0.474559687,0.02446184,0.232876712,0.017612524,0.007827789,0.0000000000,0,0.00097847,0,0,0,0,0,0,16,0,2476,16,0,1
1734,0.002222222,0.486666667,0.004444444,0.177777778,0.026666667,0.004444444,0.0022200000,0.004444444,0.00666667,28,26,168,60,7,15,46,2,296,154,22,2
1735,0.010882709,0.471584039,0.018137848,0.226118501,0.039903265,0.010882709,0.0060500000,0.00241838,0.00120919,2,14,0,20,6,0,190,0,1182,86,28,1
1736,0.008486563,0.531824611,0.002828854,0.181046676,0.014144272,0.007072136,0.0028300000,0.001414427,0.00000000,0,0,4,0,0,0,2,0,3472,2,4,1
1737,0.018651363,0.523672884,0.021520803,0.140602582,0.018651363,0.00286944,0.0000000000,0,0.00143472,4,4,12,0,0,0,0,0,2802,10,4,1
1738,0,0.207706767,0.006578947,0.213345865,0.021616541,0.013157895,0.0028200000,0,0.00000000,32,32,28,0,0,4,44,0,1076,62,20,1
1739,0.010935601,0.447144593,0.002430134,0.256379101,0.034021871,0.007290401,0.0000000000,0.001215067,0.00000000,2,6,0,0,16,0,124,8,58,8,26,1
1740,0.008686211,0.454940282,0.002895404,0.174448064,0.003257329,0.001085776,0.0000000000,0,0.00000000,0,0,0,0,0,0,0,0,80,0,0,1
1741,0.043562439,0.341723136,0.051306873,0.242013553,0.023233301,0.006776379,0.0000000000,0.002904163,0.00193611,0,0,394,0,0,2,0,0,1130,0,4,1
1742,0.001751971,0.007258165,0.000750845,0.00475535,0.003879364,0.000125141,0.0050100000,0,0.00000000,4,150,14,10,2,52,4118,0,690,4,146,1
1743,0.008766126,0.03092954,0.000826993,0.034072114,0.002977175,0.000330797,0.0997000000,0,0.00099239,40,30,124,2,4,40,472,32,3484,118,2302,1
1744,0.000499251,0.222666001,0.002995507,0.215177234,0.020469296,0.002496256,0.0000000000,0.000499251,0.00000000,0,0,0,0,0,0,44,0,2912,0,6,1
1745,0.001833181,0.510540788,0,0.247479377,0.043996334,0.006416132,0.0009170000,0.003666361,0.00000000,6,0,148,12,6,8,58,0,2294,8,24,1
1746,0.001043841,0.185803758,0,0.183716075,0.01565762,0.006263048,0.0000000000,0.001043841,0.00000000,0,22,6,0,0,0,0,0,1424,2,0,1
1747,0.000142959,0.024017155,0.000857756,0.145818442,0.007576841,0.000714796,0.0001430000,0.000428878,0.00000000,6,20,8,0,208,24,92,0,8821,14,114,1
1748,0.004071661,0.513843648,0,0.173452769,0.021172638,0.006514658,0.0000000000,0.000814332,0.00081433,0,0,36,4,14,0,74,6,908,22,4,1
1749,0.002914508,0.172927461,0.002266839,0.154792746,0.023639896,0.010686528,0.0000000000,0.002590674,0.00000000,4,0,18,0,4,0,0,0,1140,0,0,1
1750,0.082622951,0.335081967,0.006557377,0.296393443,0.019016393,0.002622951,0.0420000000,0.02557377,0.00131148,0,0,2,0,2,2,26,4,264,0,10,2
1751,0.00296077,0.299777942,0.019985196,0.216136195,0.023686158,0.001480385,0.0066600000,0,0.00296077,0,2,6,20,2,0,312,0,134,10,14,1
1752,0.027665156,0.080133556,0,0.181731457,0.008347245,0.001430956,0.0677000000,0.000953971,0.00047699,6,10,38,16,24,22,649,8,926,44,80,1
1753,0.008506616,0.433837429,0.008506616,0.187145558,0.019848771,0.009451796,0.0000000000,0,0.00000000,4,0,64,12,8,0,196,0,7728,30,22,1
1754,0.037383178,0.547040498,0.041121495,0.213084112,0.026168224,0.002492212,0.0000000000,0.001246106,0.00000000,26,10,26,6,0,4,10,0,2462,22,4,1
1755,0.005279035,0.577677225,0.001508296,0.201357466,0.034690799,0.012820513,0.0022600000,0.001508296,0.00000000,0,0,412,0,0,0,112,0,912,0,0,1
1756,0.000917431,0.429357798,0.002752294,0.20733945,0.023853211,0.012844037,0.0321000000,0,0.00000000,8,0,4,2,2,0,16,0,1126,10,6,1
1757,0.000502008,0.000502008,0.048443775,0.250502008,0.02936747,0.0062751,0.1840000000,0.012299197,0.00075301,0,0,2,0,0,2,4209,0,346,0,16,2
1758,0.001173709,0.442488263,0.014084507,0.224178404,0.021713615,0.002934272,0.0158000000,0,0.00000000,0,2,2,0,0,0,108,0,1020,0,0,1
1759,0.004779788,0.018094913,0.001707067,0.060771594,0.006145442,0.001707067,0.0481000000,0.003414135,0.00034141,252,157,384,40,146,320,2761,44,3359,221,3605,2
1760,0.009930487,0.269116187,0.015888779,0.282025819,0.028798411,0.002979146,0.0000000000,0.002979146,0.00000000,2,2,0,6,0,2,2,0,148,4,4,1
1761,0.009326425,0.303626943,0,0.249740933,0.021761658,0.009326425,0.0000000000,0.003108808,0.00000000,40,18,18,2,2,16,68,0,272,736,40,2
1762,0.037826685,0.102475928,0.002063274,0.686382393,0.015130674,0.004814305,0.0241000000,0,0.00000000,0,10,22,12,48,0,866,0,2690,24,86,1
1763,0,0.009836066,0,0.281967213,0.013114754,0.003278689,0.0000000000,0,0.00000000,8,4,8,8,4,8,0,0,196,20,4,1
1764,0,0.222307692,0.002307692,0.184615385,0.017692308,0.011538462,0.0000000000,0,0.00000000,0,0,82,0,296,0,40,0,244,42,276,1
1765,0,0.502192982,0.005116959,0.175438596,0.026315789,0.012426901,0.0014600000,0.002192982,0.00000000,4,4,86,16,18,0,4,0,1238,22,38,1
1766,0.000381388,0.000190694,0.001334859,0.182875667,0.013920671,0.004576659,0.0080100000,0.000190694,0.00000000,0,0,20,0,0,0,10,0,2594,8,8,1
1767,0.00223914,0.326018809,0.000895656,0.189879086,0.024630542,0.003582624,0.0000000000,0.003134796,0.00582176,0,2,0,22,0,88,16,0,2546,16,6,2
1768,0,0.446582614,0.01459854,0.210351692,0.01857996,0.0066357,0.0006640000,0.00199071,0.00000000,0,0,14,4,2,0,38,0,5578,2,2,1
1769,0.003367003,0.448484848,0.006060606,0.223569024,0.01010101,0.002020202,0.0000000000,0.001346801,0.00000000,2,0,0,4,0,2,46,0,1838,6,32,1
1770,0.017994859,0.48243359,0.00856898,0.173093402,0.023136247,0.013710368,0.0008570000,0,0.00000000,0,0,8,0,0,0,8,0,2818,20,4,1
1771,0.012987013,0.427128427,0.003607504,0.283549784,0.000721501,0,0.0086600000,0.002886003,0.00000000,0,10,266,0,0,2,524,84,64,0,26,1
1772,0.005476451,0.399780942,0.019715225,0.178532311,0.018619934,0.004381161,0.0000000000,0,0.00219058,2,0,4,6,0,0,80,0,294,6,0,1
1773,0.007599417,0.069852176,0.008119925,0.247137206,0.016031647,0.004268166,0.1130000000,0.001665626,0.00020820,12,14,42,14,24,52,4685,6,6813,271,1142,2
1774,0.04964539,0.480693459,0.019700552,0.182033097,0.017336485,0.003152088,0.0078800000,0,0.00000000,2,0,2,2,0,0,142,0,2362,2,0,1
1775,0.007142857,0.507936508,0.005555556,0.192063492,0.015873016,0.005555556,0.0000000000,0.000793651,0.00000000,0,22,36,38,6,10,56,0,1306,42,598,1
1776,0.002906977,0.569767442,0,0.213662791,0.021802326,0.002906977,0.0000000000,0,0.00072674,2,0,6,4,8,0,12,0,2082,18,6,1
1777,0.003569607,0.194288628,0.001529832,0.268230495,0.014278429,0.007139215,0.0005100000,0.003569607,0.00000000,115,65,52,176,32,110,12,0,972,307,297,2
1778,0.021533923,0.242182891,0.002654867,0.218584071,0.012094395,0.002949853,0.3530000000,0.002654867,0.00000000,0,0,8,4,36,60,232,0,5680,30,348,2
1779,0.00034121,0.001620746,0.001023629,0.243708948,0.005885865,0.001194234,0.1980000000,0.001108931,0.00119423,2,4,26,18,48,226,8236,0,5257,85,424,2
1780,0,0.000829531,0.017834923,0.168809623,0.017005392,0.006221485,0.0000000000,0.002073828,0.00000000,24,8,196,8,14,20,8,0,3630,70,64,1
1781,0.000931966,0.58527493,0.010251631,0.18359739,0.009319664,0.004659832,0.0037300000,0.003727866,0.00000000,0,0,0,2,0,0,14,0,1066,2,0,1
1782,0.050234427,0.182183523,0.002455905,0.205179728,0.031256977,0.00647466,0.0033500000,0.00647466,0.00334896,2,12,16,12,10,28,3830,4,3090,22,268,2
1783,0.005335366,0.494664634,0.013719512,0.247713415,0.016006098,0.005335366,0.0000000000,0,0.00000000,0,0,116,0,0,20,232,0,2492,24,300,1
1784,0.003115265,0.439252336,0,0.246105919,0.024922118,0.009345794,0.0000000000,0,0.00000000,0,0,4,0,0,4,0,0,2774,0,4,1
1785,0,0.0109375,0.021875,0.25,0.0125,0.003125,0.0000000000,0,0.00000000,20,0,60,4,8,0,82,0,1591,12,48,1
1786,0.008130081,0.063813468,0.006902899,0.324743059,0.010891241,0.00414174,0.1590000000,0.000460193,0.00076699,0,7,29,4,7,8,3830,0,2631,75,221,2
1787,0.000136091,0.002721829,0.002041372,0.262520414,0.023952096,0.004627109,0.1420000000,0.005171475,0.00000000,0,0,0,0,0,0,392,0,2,0,2,1
1788,0.000382409,0.013256851,0.015041428,0.282345443,0.008667941,0.002676864,0.0337000000,0.003569152,0.00140217,2,28,64,14,0,28,1738,2,2861,207,100,1
1789,0.011119936,0.423351867,0.008737093,0.249404289,0.032565528,0.006354249,0.0000000000,0,0.00397141,0,0,0,0,0,0,0,0,1194,0,4,1
1790,0.006079027,0.556231003,0.011144883,0.167173252,0.012158055,0.002026342,0.0000000000,0.002026342,0.00202634,0,0,8,4,12,0,4,0,1066,10,24,1
1791,0.008935825,0.541429732,0.010154346,0.240048741,0.021527214,0.008123477,0.0000000000,0.002843217,0.00040617,0,0,16,8,0,4,1136,0,6060,48,8,1
1792,0.008291874,0.354892206,0,0.23880597,0.013266998,0.004975124,0.0016600000,0,0.00000000,4,4,64,0,0,0,4,0,2380,0,4,1
1793,0.00729927,0.53406326,0.01216545,0.184914842,0.0243309,0.00486618,0.0000000000,0.00243309,0.00000000,4,2,2,4,40,0,54,0,42,16,0,1
1794,0.024493641,0.399199246,0.009185115,0.210080075,0.020018841,0.003532737,0.1400000000,0,0.00047103,2,4,2,140,2,232,800,0,8936,12,552,2
1795,0.001382887,0.001210026,0.005704408,0.208988764,0.009507347,0.003284356,0.2780000000,0.002765774,0.00051858,26,16,70,26,8,15,264,0,1935,104,203,2
1796,0.066180595,0.409422322,0.00448682,0.159842961,0.014582165,0.00224341,0.0987000000,0.001682557,0.00000000,0,2,0,2,0,0,100,0,8,72,14,1
1797,0.000222767,0.000222767,0.000816811,0.296057028,0.005197891,0.002079156,0.1820000000,0.000816811,0.00037128,4,12,12,22,8,38,3643,0,9831,113,90,2
1798,0.01,0.046538462,0,0.040769231,0.005576923,0.001730769,0.0971000000,0.000576923,0.00019231,0,6,2,2,22,20,3821,6,1240,18,116,1
1799,0.004256829,0.02234835,0.003547357,0.249379212,0.011351543,0.003192621,0.0312000000,0.000354736,0.00000000,0,4,523,0,6,2,12,0,1361,108,178,1
1800,0.021477384,0.319720143,0.003579564,0.158477058,0.004555809,0.000325415,0.0761000000,0,0.00048812,2,16,52,26,182,358,3170,4,7318,144,94,2
1801,0.011894647,0.417162277,0.003398471,0.2115548,0.022090059,0.005097706,0.0629000000,0,0.00339847,0,0,2,0,0,0,0,0,126,0,6,1
1802,0.007112692,0.093687486,0,0.08590798,0.001000222,0.000111136,0.0119000000,0,0.00055568,2,0,12,0,0,0,11624,0,508,58,26,2
1803,0,0.008247423,0,0.17628866,0.020618557,0.003092784,0.0020600000,0,0.00000000,8,0,188,0,0,12,56,0,88,4,24,1
1804,0,0.000493097,0.022189349,0.195266272,0.025641026,0.01035503,0.0000000000,0,0.00049310,4,4,248,38,76,16,1260,0,6069,30,132,1
1805,0.004608295,0.60483871,0.003456221,0.170506912,0.002304147,0.001152074,0.0829000000,0,0.00691244,4,98,20,20,671,528,380,0,434,126,72,2
1806,0.00044287,0.004428698,0.006200177,0.186448184,0.02214349,0.008857396,0.0000000000,0.00044287,0.00000000,62,12,206,148,64,74,154,38,1329,155,249,1
1807,0.003239741,0.104391649,0.004319654,0.234341253,0.018718503,0.012958963,0.0000000000,0.001079914,0.00179986,80,28,68,48,48,44,8,0,772,60,140,1
1808,0.001683502,0.544612795,0.029461279,0.178451178,0.026936027,0.003367003,0.0000000000,0.000841751,0.00168350,0,2,42,0,0,0,0,0,2344,0,2,1
1809,0.009760426,0.504880213,0.007098492,0.249334516,0.02484472,0.015971606,0.0008870000,0.002661934,0.00177462,120,4,52,30,0,0,0,0,108,8,36,2
1810,0.005842259,0.381694255,0.010710808,0.180136319,0.014605648,0.00292113,0.0195000000,0.00097371,0.00000000,0,0,46,4,0,0,92,0,3630,6,4,1
1811,0.001605297,0.009732116,0.000200662,0.007223839,0.003210595,0.000702318,0.4300000000,0.000100331,0.00040132,8,28,118,0,30,78,5037,2,1336,12,635,2
1812,0.045366938,0.121423277,0.004892513,0.038102298,0.004299481,0.00074129,0.6810000000,0.002075612,0.00000000,2,24,0,2,0,28,0,0,208,66,2024,2
1813,0.001206515,0.000703801,0.000603258,0.190528856,0.002513573,0.000804343,0.1390000000,0,0.00040217,18,548,96,26,52,200,1016,0,1362,633,552,2
1814,0.002693603,0.102356902,0.002693603,0.217508418,0.018855219,0.008080808,0.0000000000,0.001346801,0.00000000,4,0,24,0,0,0,0,0,506,190,0,1
1815,0.029471545,0.447154472,0.004065041,0.18902439,0.031504065,0.015243902,0.0030500000,0,0.00609756,4,480,28,8,20,0,96,0,1042,12,124,2
1816,0.000278513,0.000278513,0.028269043,0.223784988,0.030775658,0.007380588,0.0983000000,0.004456204,0.00041777,2,0,34,4,8,2,13877,0,5911,10,146,2
1817,0.017689531,0.09133574,0.004693141,0.030505415,0.009386282,0.000541516,0.1080000000,0.003249097,0.00054152,0,0,18,2,0,0,2763,2,354,26,48,1
1818,0.000471476,0.000942951,0.000707214,0.226779821,0.008015087,0.002121641,0.0959000000,0.000235738,0.00000000,12,24,18,8,8,6,10083,0,1484,38,210,2
1819,0.001587806,0.01968879,0.000476342,0.016354398,0.001429025,0.000635122,0.2980000000,0.001905367,0.00047634,2,2,8,2,12,2,2794,4,1348,224,238,2
1820,0.00747198,0.151930262,0.00622665,0.211706102,0.01743462,0.00747198,0.0000000000,0,0.00000000,16,2,0,16,8,0,12,0,1193,46,16,1
1821,0.010347376,0.422764228,0.007390983,0.172209904,0.014042868,0.007390983,0.0029600000,0.001478197,0.00073910,22,30,12,4,0,20,68,2,4622,128,68,1
1822,0.014959724,0.552359033,0.002301496,0.161104718,0.01150748,0.01150748,0.0000000000,0,0.00000000,136,128,146,16,24,0,1143,0,769,8,49,1
1823,0.000304229,0.000912686,0.001521144,0.20444174,0.003954974,0.000912686,0.3830000000,0.001825373,0.00000000,0,0,272,2,0,0,1818,0,974,12,106,1
1824,0.011916584,0.042701092,0,0.110228401,0.004965243,0.000993049,0.1110000000,0.000496524,0.00049652,0,0,4,0,0,0,3230,4,158,4,54,1
1825,0.004132231,0.315702479,0.040495868,0.216528926,0.037190083,0.007438017,0.0000000000,0.000826446,0.00082645,0,0,0,0,0,0,0,0,396,0,0,1
1826,0.00255102,0.607142857,0.015306122,0.135204082,0.012755102,0.00255102,0.0051000000,0,0.00255102,0,0,2,0,22,0,0,0,1898,0,0,1
1827,0.000286369,0.002004582,0.000286369,0.243699885,0.023195876,0.00486827,0.0017200000,0.001431844,0.00000000,0,4,14,0,0,0,8,0,1625,16,48,1
1828,0,0.067946058,0.030082988,0.211099585,0.019190871,0.010373444,0.0041500000,0.001037344,0.00207469,0,0,4,0,0,0,4,0,2066,0,10,1
1829,0.011235955,0.101123596,0,0.647940075,0.033707865,0.007490637,0.0337000000,0,0.00000000,0,0,2,0,0,0,88,0,610,0,0,1
1830,0.001540832,0.57550077,0.001540832,0.211093991,0.019260401,0.003081664,0.0069300000,0.000770416,0.00000000,0,0,0,0,0,0,690,0,450,0,416,1
1831,0.002956393,0.592017738,0.028824834,0.220251293,0.020694752,0.005173688,0.0177000000,0.002217295,0.00000000,4,2,4,2,2,0,84,0,68,2,0,1
1832,0.001440922,0.389048991,0.010086455,0.23054755,0.024495677,0.010086455,0.0000000000,0,0.00000000,0,0,0,0,0,0,128,0,2746,0,0,1
1833,0.000430108,0.003225806,0.000215054,0.087741935,0.005376344,0.001935484,0.0021500000,0,0.00043011,0,72,18,4,0,12,0,0,3641,52,66,1
1834,0.000343289,0.002059732,0,0.191898387,0.014761414,0.003089598,0.6220000000,0.010298661,0.00000000,0,0,6,2,0,0,1298,0,752,6,26,2
1835,0.003322259,0.516611296,0.004983389,0.150609081,0.024916944,0.010520487,0.0000000000,0.004983389,0.00055371,0,0,8,0,0,0,6,16,30,0,2,1
1836,0.004094166,0.382804504,0.008188332,0.242579324,0.028659161,0.006141249,0.1430000000,0,0.00000000,6,2,0,0,0,0,608,0,104,0,4,1
1837,0,0.395287958,0,0.209424084,0.018324607,0.013089005,0.0000000000,0,0.00000000,0,1,0,2,0,0,23,0,248,11,0,1
1838,0.004672897,0.50623053,0.007788162,0.197819315,0.020249221,0.012461059,0.0000000000,0,0.00311527,2,2,0,0,20,0,4,0,612,6,34,1
1839,0.001992032,0.410358566,0,0.274900398,0.021912351,0.003984064,0.0000000000,0,0.00000000,0,4,12,4,0,0,0,0,3136,12,0,1
1840,0.004029009,0.484286865,0.003223207,0.205479452,0.02256245,0.005640612,0.0032200000,0,0.00241741,0,0,0,18,0,10,8,0,2092,18,0,1
1841,0.00137931,0.133793103,0,0.215172414,0.013793103,0.002758621,0.0000000000,0.00137931,0.00000000,0,2,0,0,2,0,0,0,1406,6,54,1
1842,0.030013643,0.412005457,0.015006821,0.140518417,0.024556617,0.001364256,0.0040900000,0,0.00000000,0,2,0,0,4,0,2,0,1168,22,32,1
1843,0,0.50862069,0.004310345,0.155172414,0.030172414,0.00862069,0.0000000000,0,0.00000000,18,18,0,0,14,22,86,0,278,58,16,1
1844,0.002164502,0.074314574,0.008658009,0.207792208,0.019480519,0.003607504,0.0007220000,0,0.00072150,232,110,20,26,174,216,18,16,2108,176,764,1
1845,0,0.458689459,0.05982906,0.145299145,0.024216524,0,0.0000000000,0,0.00284900,6,3,4,10,29,44,0,0,455,4,70,1
1846,0.008514664,0.490066225,0.01986755,0.166508988,0.01986755,0.001892148,0.0000000000,0,0.00000000,40,54,558,88,64,24,38,0,272,164,86,1
1847,0.001735107,0.571428571,0.020242915,0.20242915,0.02313476,0.004048583,0.0000000000,0,0.00057837,8,0,10,2,0,0,368,0,1130,14,468,1
1848,0.001414427,0.076379066,0,0.199434229,0.018387553,0.011315417,0.0000000000,0,0.00000000,0,0,0,4,12,0,0,8,808,4,0,1
1849,0.001960784,0.001960784,0.003921569,0.196078431,0.023529412,0.007843137,0.0058800000,0,0.00000000,0,0,60,0,0,0,34,0,48,4,0,1
1850,0.002780352,0.506024096,0,0.271547729,0.022242817,0.00463392,0.0000000000,0,0.00000000,6,0,0,0,0,0,162,0,22,0,0,1
1851,0.001011122,0.563195147,0.022244692,0.149646107,0.01718908,0.005055612,0.0000000000,0,0.00000000,36,0,8,10,42,0,6,0,392,38,8,1
1852,0.005780347,0.332369942,0.028901734,0.210982659,0.020231214,0.010597303,0.0000000000,0,0.00192678,62,28,56,22,84,28,52,6,376,72,58,1
1853,0.048,0.56,0.006769231,0.259692308,0.000615385,0,0.0006150000,0.000615385,0.00000000,0,0,7,0,0,2,733,0,273,0,3,1
1854,0.000703235,0.038326301,0.000351617,0.202883263,0.016877637,0.008790436,0.0000000000,0.003516174,0.00000000,0,620,12,0,8,12,562,0,1306,28,478,1
1855,0.002628812,0.355415352,0.010515247,0.248159832,0.03575184,0.010515247,0.0010500000,0,0.00052576,0,6,6,4,6,0,70,0,421,6,6,1
1856,0,0.000134372,0.000134372,0.159768879,0.00268745,0,0.2150000000,0,0.00026875,6,4,12,18,22,2,6708,0,1807,40,337,2
1857,0.001615509,0.026655897,0.001615509,0.218901454,0.019386107,0.005654281,0.0000000000,0.004038772,0.00000000,0,0,2,0,0,0,6,0,1796,0,0,1
1858,0.003231018,0.628432956,0.023424879,0.176898223,0.017770598,0.003231018,0.0000000000,0.002423263,0.00080775,0,0,256,2,0,0,0,0,4,0,0,1
1859,0.00036543,0.001279006,0.007491321,0.303489859,0.01918509,0.004019733,0.1060000000,0.010414763,0.00054815,2,2,42,0,0,0,3258,0,292,12,16,2
1860,0.002773156,0.539656129,0.027731559,0.218524681,0.02828619,0.005546312,0.0305000000,0,0.00000000,20,4,6,2,30,0,120,0,879,23,196,1
1861,0.002493144,0.000498629,0.004238345,0.273747195,0.027673897,0.005734231,0.2030000000,0.01421092,0.00000000,0,0,78,0,2,2,3398,0,490,2,10,2
1862,0.013129103,0.032093363,0.010211524,0.310722101,0.015317287,0.005348894,0.0880000000,0.003646973,0.00097253,0,6,20,28,4,8,1514,18,2078,120,2035,2
1863,0.000611527,0.000305764,0.021709219,0.311420272,0.037303165,0.007032564,0.2820000000,0.010395964,0.00076441,0,4,34,6,12,10,5852,0,60,24,18,2
1864,0.009765625,0.376302083,0.029947917,0.2109375,0.024739583,0.01171875,0.0000000000,0,0.00065104,4,0,60,4,4,4,576,0,1920,4,24,1
1865,0.011435832,0.224904701,0.003811944,0.250317662,0.022871665,0.002541296,0.0050800000,0,0.00381194,0,0,0,0,0,0,4,0,12,0,0,1
1866,0.002057613,0.37037037,0.011316872,0.211934156,0.010288066,0.011316872,0.0030900000,0,0.00205761,0,0,0,20,492,0,4,0,3350,8,0,1
1867,0.005231037,0.47863993,0.006102877,0.217088056,0.014821273,0.006974717,0.0000000000,0.00087184,0.00087184,0,0,6,0,0,0,110,0,86,0,0,1
1868,0.000105641,0.000528206,0.012676949,0.206845553,0.017325164,0.003591802,0.1260000000,0.002852314,0.00010564,0,0,1044,0,0,0,3514,0,18,0,200,1
1869,0.001692047,0.487309645,0.033840948,0.230118443,0.037225042,0.011844332,0.0237000000,0,0.00000000,0,0,0,2,0,0,92,0,5170,2,148,1
1870,0.00279916,0.013995801,0.00209937,0.270118964,0.018194542,0.00419874,0.0000000000,0.005598321,0.00000000,0,2,0,0,0,0,14,0,2394,0,4,1
1871,0.009259259,0.492283951,0.033950617,0.209876543,0.012345679,0.00308642,0.0000000000,0,0.00000000,0,0,6,2,0,0,0,2,16,0,0,1
1872,0.003507265,0.128408847,0.000501038,0.045379715,0.002433612,0.000501038,0.7630000000,0.001932575,0.00000000,2,14,20,18,2,8,1693,0,68,22,38,2
1873,0.003863988,0.519319938,0.00309119,0.172333849,0.017001546,0.00927357,0.0000000000,0,0.00000000,54,58,94,72,174,136,148,22,1384,46,44,1
1874,0.000929368,0.00929368,0.006505576,0.309944238,0.012081784,0.003020446,0.0646000000,0.00116171,0.00116171,26,24,36,26,10,22,4750,6,3184,500,312,2
1875,0.003955767,0.008450957,0.000629327,0.243009979,0.003236537,0.000539423,0.0520000000,0,0.00000000,0,7,0,0,2,93,804,0,837,16,150,1
1876,0.002936858,0.446402349,0,0.221732746,0.042584435,0.008810573,0.0000000000,0,0.00000000,4,0,4,2,0,8,80,0,806,122,112,1
1877,0.007369197,0.010316875,0.002210759,0.124539425,0.003684598,0,0.2090000000,0,0.00000000,0,27,4,0,6,2,662,4,1652,87,177,1
